6 139,151 154,154 135,186 151,187
2 155,155 169,157 152,187 166,188
5 170,157 181,159 167,188 179,188
9 182,160 192,161 180,189 190,189
16 196,162 205,164 196,189 205,190
13 206,164 214,166 206,190 214,190
plate 140,139 216,157 132,196 215,197
3 313,129 330,132 315,165 331,165
9 331,133 346,135 333,165 347,166
5 347,135 360,138 348,166 361,167
6 361,138 372,140 362,167 372,167
31 377,140 387,142 378,167 387,168
15 388,142 397,144 388,168 397,168
plate 310,115 398,135 314,173 398,174
