23 65,286 99,289 78,355 110,355
24 103,289 134,291 113,355 143,356
21 137,292 167,294 145,356 174,357
2 180,295 208,297 186,357 212,357
8 211,297 237,299 215,357 240,358
0 239,300 263,302 242,358 265,358
0 266,302 289,304 268,358 290,359
plate 55,256 295,281 78,372 295,373
23 216,19 236,20 201,68 224,68
21 238,21 258,21 226,68 248,68
11 260,22 279,22 250,68 271,69
1 287,23 305,24 280,69 300,69
0 307,24 325,25 302,69 321,69
1 327,25 344,26 323,69 342,70
6 346,26 362,26 344,70 362,70
plate 219,3 367,11 194,83 366,83
