21 82,280 93,280 88,302 98,302
13 94,280 106,279 99,302 110,301
19 108,279 120,279 112,301 124,301
4 125,279 138,278 129,301 141,301
5 139,278 153,277 142,301 155,301
9 155,277 169,277 157,301 170,301
1 170,277 185,276 171,301 185,301
plate 79,271 188,265 88,307 188,307
27 180,338 198,337 169,378 187,378
16 200,336 219,335 189,378 210,377
23 221,335 241,333 211,377 233,377
4 251,332 274,330 243,377 267,376
8 275,330 299,328 269,376 294,375
2 302,328 327,326 297,375 324,375
6 329,326 356,323 326,375 355,374
plate 182,324 364,305 163,390 364,389
