15 67,202 81,203 61,237 76,237
10 83,203 97,204 78,237 92,238
32 99,205 112,206 95,238 109,238
9 118,206 131,207 115,238 129,239
9 132,207 144,208 129,239 142,239
8 145,208 156,209 143,239 155,239
3 158,209 168,210 157,239 168,239
plate 67,190 171,200 56,248 171,248
10 342,371 352,370 339,393 350,393
20 353,370 364,370 351,393 362,393
33 366,370 377,369 364,393 375,393
7 382,369 393,369 380,393 392,393
4 394,369 406,368 393,393 405,392
9 408,368 420,368 407,392 420,392
6 421,368 434,367 421,392 434,392
plate 342,362 437,358 337,400 437,399
