33 68,267 86,265 76,300 94,299
24 87,265 107,263 95,299 114,299
14 109,263 129,261 116,299 135,298
4 140,260 162,258 146,298 168,298
9 165,258 191,256 170,298 195,297
0 193,256 220,253 197,297 223,297
7 224,253 255,250 227,297 255,296
plate 62,253 263,229 77,308 264,308
19 255,433 279,434 261,481 284,481
24 281,434 305,435 286,481 309,481
31 307,435 329,436 311,481 333,481
2 339,436 361,437 342,481 363,482
6 363,437 384,438 365,482 386,482
0 386,438 407,438 388,482 408,482
2 409,438 429,439 409,482 429,482
plate 250,413 433,422 260,494 433,494
