27 222,107 235,110 216,139 229,140
20 236,110 248,112 230,140 243,140
32 249,112 258,114 245,140 255,141
1 263,114 271,116 260,141 269,141
6 272,116 281,117 270,141 280,142
3 282,118 289,119 280,142 288,142
5 289,119 297,120 289,142 296,143
plate 223,97 298,113 212,147 298,148
27 58,330 79,329 72,368 92,368
20 81,329 103,328 93,368 114,367
30 105,327 128,326 116,367 137,367
1 139,326 163,324 148,367 170,367
8 165,324 192,323 173,367 197,366
8 194,323 221,321 199,366 224,366
9 224,321 253,320 227,366 253,366
plate 50,313 260,298 73,377 261,377
