30 61,448 73,447 68,473 80,473
16 75,447 88,447 82,473 94,473
29 90,447 105,446 96,473 110,473
4 111,446 126,446 116,473 130,473
1 127,446 143,445 131,473 146,473
7 144,445 160,444 147,473 162,472
7 163,444 178,444 164,472 179,472
plate 56,437 183,432 68,480 183,480
12 187,193 200,194 192,217 203,217
21 201,194 213,195 205,217 215,218
30 213,195 223,197 215,218 225,218
4 228,197 237,198 229,218 238,218
0 238,198 246,199 239,218 247,219
6 247,199 255,200 248,219 255,219
2 256,200 262,201 256,219 263,219
plate 184,181 265,193 191,223 265,224
