27 71,48 88,46 78,80 95,79
17 89,46 109,43 96,79 115,79
22 111,43 131,41 117,79 137,78
3 141,40 167,37 147,78 171,77
3 169,37 196,34 173,77 200,77
8 199,33 230,30 203,77 233,76
5 233,29 268,26 235,76 269,75
plate 66,35 279,3 78,88 279,87
22 216,400 240,399 224,447 247,446
16 243,399 267,398 249,446 273,446
17 269,398 295,397 275,446 300,446
5 307,396 334,395 311,446 338,445
5 337,394 365,393 341,445 368,445
3 367,393 397,392 370,445 399,444
9 400,391 432,390 402,444 432,444
plate 211,381 440,366 223,459 440,458
