26 72,161 84,159 58,188 70,187
22 85,159 99,156 72,187 86,187
19 101,156 116,153 87,187 103,186
7 124,152 143,149 112,185 132,184
5 145,148 167,145 133,184 158,183
4 169,144 194,140 160,183 188,182
6 198,139 228,134 192,181 226,180
plate 76,151 238,117 53,196 237,195
18 259,399 278,397 277,433 295,432
12 281,397 302,395 297,432 317,432
23 304,395 327,392 319,432 341,431
2 339,391 366,388 352,431 378,430
1 369,388 400,384 381,430 410,430
8 403,384 438,380 412,430 444,429
1 443,380 483,375 448,429 485,428
plate 250,385 495,349 279,441 496,440
