20 86,392 112,395 72,456 100,457
18 115,395 140,397 103,457 130,458
27 142,398 165,400 133,458 158,458
8 175,401 197,403 169,459 192,459
8 199,403 219,405 194,459 216,460
2 221,406 240,407 218,460 238,461
3 242,408 259,409 240,461 259,461
plate 88,369 265,391 63,476 264,477
13 31,237 64,239 49,301 79,301
19 68,239 99,241 83,301 112,302
16 102,241 132,242 114,302 142,302
9 145,243 174,244 154,302 181,303
7 177,245 205,246 184,303 209,303
4 207,246 233,247 211,303 236,303
1 236,247 261,249 238,303 262,304
plate 19,208 268,225 50,317 268,317
