26 316,456 328,458 319,481 330,481
15 329,458 340,459 332,481 342,481
17 340,459 351,460 342,481 352,482
5 355,461 364,462 356,482 365,482
2 365,462 373,463 366,482 374,482
9 374,463 382,464 374,482 382,482
7 383,464 389,464 383,482 389,483
plate 313,445 392,456 318,487 392,487
18 67,193 83,191 55,228 72,228
22 85,191 103,188 74,228 92,227
26 104,188 124,185 94,227 114,226
5 134,184 157,181 124,226 149,225
1 160,180 186,177 152,225 179,224
3 188,176 218,172 182,224 213,222
2 221,172 256,167 217,222 255,221
plate 69,180 266,146 50,239 266,237
