11 68,93 81,91 78,117 90,116
33 83,91 97,89 92,116 106,116
30 99,89 115,87 107,116 123,115
2 122,86 142,84 130,115 148,115
9 144,84 166,81 150,115 171,114
0 168,81 194,78 174,114 197,113
3 197,77 227,74 200,113 228,113
plate 63,84 235,56 78,122 236,121
13 126,421 152,426 115,485 144,486
17 155,427 178,431 147,487 172,488
20 180,431 201,435 174,488 197,489
1 210,437 228,440 206,489 225,490
8 230,440 246,443 227,491 245,491
1 248,444 263,446 246,491 262,492
9 264,447 278,449 263,492 278,493
plate 127,398 281,434 109,504 281,506
