21 88,351 97,350 81,372 90,372
28 98,350 108,349 92,372 102,371
18 109,349 120,348 103,371 115,371
8 126,347 138,346 121,371 134,370
8 139,345 153,344 135,370 150,370
9 154,344 169,342 151,370 167,369
1 171,342 187,340 169,369 186,369
plate 89,344 192,330 78,378 192,377
31 308,180 339,183 317,246 347,247
29 342,183 373,186 349,247 378,248
23 375,186 402,189 381,248 407,248
3 414,190 440,193 418,249 443,249
7 442,193 465,195 445,249 467,250
1 468,195 490,197 470,250 491,250
0 492,198 512,200 492,250 512,251
plate 300,152 518,179 315,264 518,264
