23 140,63 157,62 152,96 168,96
24 159,62 177,61 170,96 187,95
25 179,61 198,60 189,95 207,95
0 207,59 227,58 215,95 234,95
4 230,58 251,57 236,95 256,95
4 254,57 277,55 258,95 280,94
8 279,55 304,54 282,94 305,94
plate 133,50 310,37 153,103 311,103
32 22,141 33,140 18,167 29,167
10 35,140 47,140 31,167 43,167
11 49,140 61,139 45,167 58,166
6 67,139 80,139 64,166 78,166
8 81,138 95,138 79,166 93,166
2 96,138 110,137 94,166 109,166
9 112,137 125,137 111,166 125,166
plate 22,131 129,126 14,174 129,174
