12 50,316 66,317 57,350 72,350
26 69,317 84,318 74,350 88,350
32 86,318 102,319 91,350 106,350
6 109,319 123,320 112,351 126,351
4 125,320 139,321 127,351 140,351
7 140,321 154,321 141,351 154,351
6 156,321 168,322 156,351 168,351
plate 45,302 171,311 56,359 172,359
23 309,31 324,29 299,61 313,60
14 325,28 341,26 315,60 331,60
33 342,26 359,24 332,60 350,59
4 368,23 387,20 359,59 380,58
4 389,20 412,17 382,58 406,57
1 414,16 439,13 408,57 435,56
1 443,12 471,8 439,56 470,54
plate 312,19 480,-8 294,70 479,69
