10 321,23 345,27 315,81 340,82
12 347,27 369,31 343,82 366,83
15 371,31 391,34 368,83 388,84
8 399,35 416,38 396,84 415,85
9 418,38 434,40 416,85 433,85
7 436,41 450,43 435,86 450,86
1 452,43 465,45 451,86 465,87
plate 320,3 469,31 311,96 469,97
14 78,173 89,175 72,202 84,203
19 90,175 102,176 85,203 98,203
24 103,176 112,178 99,203 109,203
6 117,178 126,179 114,203 124,204
7 127,179 136,180 125,204 135,204
7 137,180 144,181 135,204 144,204
4 145,181 153,182 144,204 153,205
plate 78,164 154,175 69,209 154,210
