32 50,109 75,112 44,165 70,165
28 77,112 100,114 72,165 96,166
13 102,115 123,117 98,166 121,167
1 132,118 152,120 130,167 150,167
3 154,120 172,122 152,168 171,168
6 174,122 191,124 173,168 190,169
7 193,124 209,126 192,169 209,169
plate 50,88 213,109 40,181 213,182
13 253,468 263,467 245,491 255,491
17 264,467 275,466 257,491 267,491
28 276,466 288,465 269,491 281,490
7 293,465 305,464 287,490 300,490
1 306,464 319,463 301,490 316,490
1 320,463 334,462 317,490 332,489
4 337,461 350,460 334,489 350,489
plate 255,460 355,450 241,498 355,498
