15 156,431 166,430 165,451 175,450
13 168,430 180,428 176,450 188,450
14 181,428 195,427 189,450 203,450
8 202,426 217,424 209,450 223,449
1 219,424 237,422 226,449 242,449
3 239,422 261,419 244,449 264,448
5 263,419 288,416 266,448 289,448
plate 150,423 295,401 166,456 295,455
25 251,200 286,205 261,275 294,276
14 289,206 321,210 297,276 327,277
32 324,211 352,215 330,277 356,278
7 364,216 389,220 368,278 392,279
3 391,220 413,223 394,279 415,280
8 416,224 436,227 418,280 437,281
0 438,227 457,230 439,281 457,281
plate 242,168 462,209 259,294 462,295
