22 316,209 326,209 314,230 324,230
21 327,209 337,210 325,230 335,230
20 337,210 346,210 335,230 344,230
9 349,211 358,211 348,230 357,230
9 359,211 366,212 358,231 365,231
2 367,212 375,212 366,231 374,231
9 375,212 382,213 375,231 382,231
plate 316,200 385,205 311,236 384,236
20 0,25 14,24 -12,59 2,58
16 15,24 30,22 3,58 19,58
14 32,22 47,21 21,58 38,58
4 54,21 71,20 46,57 64,57
3 73,19 91,18 66,57 85,57
4 93,18 111,17 87,57 108,56
8 113,16 133,15 110,56 132,56
plate 2,14 139,2 -18,68 138,67
