24 75,97 85,95 64,120 75,120
33 86,95 98,93 76,120 88,119
14 99,93 112,90 89,119 103,118
9 118,89 134,87 109,118 126,117
8 136,86 155,83 128,117 148,116
4 157,83 179,79 150,116 175,115
1 182,78 209,74 177,115 207,113
plate 77,89 217,60 60,126 216,125
31 290,13 301,12 297,33 308,33
10 302,12 314,11 309,33 320,33
11 316,10 329,9 322,33 334,32
8 335,9 350,8 340,32 354,32
8 351,7 367,6 355,32 370,32
7 368,6 386,5 372,32 388,31
6 389,4 407,3 391,31 407,31
plate 286,4 412,-9 298,38 413,38
