21 36,246 45,246 42,261 50,261
32 46,246 55,245 51,261 59,261
27 55,245 64,245 59,261 68,261
9 69,245 78,244 72,261 81,261
7 80,244 89,244 82,261 91,261
3 90,244 101,243 92,261 102,261
2 102,243 112,243 103,261 112,260
plate 32,239 116,234 43,265 116,265
24 131,395 145,393 143,421 156,420
27 147,393 163,392 158,420 173,420
30 164,391 182,390 174,420 191,420
1 189,389 209,387 198,419 217,419
6 211,387 234,384 219,419 240,418
0 236,384 261,381 242,418 265,418
9 264,381 293,378 268,418 294,417
plate 126,385 301,360 144,427 302,426
