18 32,76 60,80 22,142 52,143
22 63,80 88,84 55,143 82,144
30 90,84 113,88 84,144 108,145
3 123,89 142,92 119,146 139,146
7 144,93 163,96 141,146 161,147
4 164,96 181,98 163,147 180,148
4 183,99 198,101 182,148 198,149
plate 34,51 202,83 16,161 202,163
10 174,366 206,371 164,442 198,443
16 209,371 238,375 202,443 232,444
25 240,376 267,379 234,444 262,445
2 278,381 302,384 274,446 299,447
9 305,384 326,387 302,447 324,448
5 328,388 348,390 326,448 347,448
9 350,391 369,393 349,449 369,449
plate 174,337 374,373 157,464 374,465
