17 80,396 112,402 64,477 100,479
17 116,403 145,408 104,479 135,481
30 147,409 172,413 138,481 166,482
0 183,416 206,420 177,483 201,484
8 208,420 228,424 204,484 225,485
8 230,424 248,428 227,485 247,486
6 250,428 267,431 249,486 266,487
plate 82,366 271,411 55,502 271,504
11 238,90 254,89 252,118 268,118
29 256,88 274,87 270,118 287,118
32 276,87 296,85 289,118 307,117
0 305,84 327,82 316,117 337,117
6 330,82 355,79 339,117 362,116
7 357,79 385,77 364,116 390,116
0 388,76 419,74 392,115 421,115
plate 230,78 427,53 255,126 428,125
