13 66,431 86,432 56,480 78,481
12 88,432 108,434 80,481 101,481
32 110,434 128,436 103,481 123,482
2 136,436 153,438 131,482 149,482
9 154,438 171,439 151,482 168,483
9 172,439 188,440 170,483 187,483
8 190,441 205,442 188,483 204,483
plate 67,414 208,428 51,493 208,494
10 345,316 370,319 355,370 379,370
17 373,319 397,321 381,370 403,371
23 399,321 421,323 405,371 426,371
4 430,324 450,326 434,371 453,372
8 452,326 471,328 455,372 473,372
1 473,328 490,330 475,372 492,373
7 492,330 509,332 493,373 509,373
plate 338,295 513,316 354,382 513,382
