25 65,366 96,370 75,428 104,429
27 99,370 126,374 107,429 133,430
31 129,375 154,378 135,430 158,431
7 164,379 185,382 168,431 188,432
5 187,383 207,385 190,432 209,433
2 209,386 227,388 211,433 228,434
4 229,388 245,391 229,434 245,434
plate 57,338 249,373 75,444 249,446
24 122,209 143,208 131,248 151,248
25 145,208 167,207 153,248 174,247
16 168,207 190,205 176,247 197,247
4 202,205 225,204 208,247 230,247
8 227,204 253,202 232,247 257,246
0 255,202 281,201 259,246 283,246
9 284,201 311,199 286,246 312,246
plate 116,192 319,179 132,258 319,258
