17 76,125 88,123 61,154 74,153
27 90,123 104,121 75,153 90,153
21 105,121 121,118 91,152 108,152
9 129,117 148,114 117,151 136,150
8 150,113 172,110 138,150 163,149
7 174,109 199,105 165,149 192,148
4 202,105 231,100 196,147 229,146
plate 80,115 240,83 55,163 239,161
16 278,315 301,318 270,371 295,372
15 303,318 324,321 297,372 320,373
26 326,322 346,324 322,373 342,373
4 353,325 371,328 350,374 368,374
1 372,328 388,330 370,374 387,375
1 390,330 405,332 389,375 404,375
9 406,332 420,334 405,375 420,376
plate 278,295 423,320 266,385 423,387
