22 331,173 340,172 324,195 334,195
31 342,171 353,170 335,194 347,194
30 354,170 366,168 348,194 361,194
9 372,168 385,166 367,193 381,193
2 387,166 402,164 383,193 399,192
1 404,163 423,161 401,192 420,192
8 424,161 444,158 421,191 443,191
plate 332,165 450,146 321,201 449,200
27 42,62 69,63 49,116 75,116
31 71,63 97,65 77,116 102,116
15 100,65 124,66 105,116 128,117
5 135,66 158,67 139,117 161,117
9 160,67 184,69 163,117 186,117
5 186,69 207,70 187,117 208,118
2 210,70 231,71 211,118 231,118
plate 36,39 236,51 49,130 236,130
