33 41,229 77,234 47,307 82,308
21 81,234 114,239 86,309 117,310
21 116,239 145,243 120,310 148,311
6 158,245 184,249 161,311 186,312
2 187,249 211,252 189,312 212,313
1 212,253 234,256 213,313 235,314
7 236,256 256,259 237,314 256,314
plate 34,195 261,237 44,328 261,329
33 166,463 174,463 170,479 178,479
19 175,463 184,462 179,479 188,479
25 185,462 195,461 189,479 198,479
3 200,461 210,460 203,479 213,479
3 211,460 224,459 214,479 225,478
3 225,459 237,458 226,478 238,478
1 238,458 253,456 239,478 253,478
plate 163,457 256,448 170,483 256,482
