18 87,50 97,50 84,74 95,74
24 98,50 109,51 96,74 107,74
25 110,51 120,51 108,75 119,75
5 125,51 135,52 124,75 134,75
4 136,52 146,52 135,75 145,75
6 147,52 156,52 146,75 155,75
6 157,53 167,53 156,75 166,75
plate 86,42 168,45 82,80 168,80
20 127,147 139,149 124,173 136,174
13 140,149 150,151 137,174 148,174
31 150,151 160,152 148,174 158,175
0 163,153 171,154 162,175 170,175
4 172,154 179,155 171,175 178,175
3 180,156 186,157 179,176 186,176
4 187,157 192,158 187,176 192,176
plate 127,136 194,150 121,181 194,181
