19 51,225 68,223 60,255 76,254
29 69,223 87,221 77,254 95,254
11 89,221 108,219 97,254 115,253
2 119,218 141,215 125,253 147,253
7 143,215 170,212 149,253 174,252
3 172,212 201,209 177,252 204,251
0 205,208 237,205 207,251 238,250
plate 46,213 247,183 61,263 247,262
21 115,338 144,340 123,398 151,398
25 147,340 175,341 153,398 181,399
31 178,342 204,343 183,399 208,399
7 216,344 242,345 220,399 245,399
0 244,345 268,346 247,399 270,400
4 271,347 294,348 273,400 295,400
4 296,348 318,349 297,400 318,400
plate 108,313 324,329 122,413 324,414
