16 57,130 72,128 66,156 80,156
13 73,128 90,125 82,156 98,155
14 92,125 110,123 99,155 117,154
6 120,122 141,119 127,154 148,154
1 144,118 170,115 150,153 175,153
0 172,115 202,111 178,153 206,152
0 206,110 242,106 210,152 243,151
plate 52,118 252,84 67,163 253,162
11 96,466 108,467 98,489 109,489
24 109,467 120,468 110,489 121,490
20 120,468 130,469 121,490 131,490
8 134,469 143,470 135,490 144,490
3 144,470 152,471 145,490 152,490
2 153,471 161,472 153,490 161,491
5 161,472 168,473 162,491 168,491
plate 94,455 170,465 97,495 170,496
