26 82,450 91,449 87,467 96,467
23 92,449 102,449 97,467 106,466
25 103,448 113,448 107,466 116,466
5 118,447 128,447 121,466 131,466
6 130,447 142,446 132,466 144,466
1 143,446 155,445 145,466 157,466
7 157,445 171,444 158,466 171,466
plate 80,443 174,435 88,470 174,470
17 312,97 328,95 324,126 339,126
27 329,95 348,93 341,126 359,125
14 349,93 369,90 360,125 380,124
2 380,89 405,86 389,124 413,123
3 407,85 435,82 415,123 442,123
2 439,81 471,77 445,123 476,122
6 474,77 513,72 479,122 515,121
plate 305,86 525,48 325,133 526,132
