18 62,428 85,430 74,472 95,472
29 86,430 108,431 96,472 117,472
21 110,431 131,433 118,472 137,472
8 140,433 158,434 145,473 163,473
8 161,434 178,435 165,473 181,473
9 180,436 197,437 183,473 199,473
3 199,437 215,438 201,473 216,474
plate 53,408 220,422 74,482 220,483
19 179,100 205,103 165,164 194,165
26 207,103 233,106 196,165 224,166
31 235,106 258,108 226,166 251,167
1 268,109 291,111 262,167 286,168
2 292,111 313,113 288,168 309,168
0 315,114 334,116 312,168 332,169
8 335,116 353,118 334,169 353,169
plate 180,77 359,99 157,184 358,185
