19 50,404 78,405 60,460 87,460
16 80,405 108,406 89,460 116,461
10 110,406 137,407 118,461 143,461
7 149,407 175,408 154,461 179,461
5 177,408 202,409 181,461 205,461
0 205,409 230,410 208,461 231,461
1 232,410 255,411 233,461 256,461
plate 42,381 262,390 60,474 262,475
14 90,131 106,129 104,160 120,159
32 108,129 126,126 122,159 140,158
14 127,126 149,123 142,158 162,158
5 159,122 185,118 172,158 197,157
3 188,118 219,114 200,157 229,156
6 222,113 258,108 231,156 265,155
6 263,108 308,102 269,155 310,153
plate 81,119 322,75 107,167 323,166
