18 254,143 288,147 264,215 296,215
27 292,147 324,150 300,215 330,216
21 326,150 356,153 332,216 360,217
9 369,154 396,157 373,217 399,218
7 399,157 424,159 402,218 426,218
1 426,159 449,162 428,218 450,219
6 452,162 474,164 453,219 474,219
plate 246,113 480,141 262,233 480,234
11 45,325 70,328 52,378 76,379
17 73,328 96,330 78,379 100,379
25 98,330 120,332 103,379 123,380
6 128,333 148,335 132,380 150,380
4 150,335 169,337 152,380 170,381
7 170,337 188,338 172,381 189,381
0 190,339 206,340 190,381 206,381
plate 40,305 210,325 52,390 210,391
