11 267,186 281,188 263,219 278,219
16 282,188 295,189 279,219 293,220
28 297,190 310,191 295,220 307,220
0 314,192 325,193 312,220 324,221
0 326,193 337,194 325,221 336,221
7 338,194 348,195 337,221 347,222
8 349,196 358,197 348,222 358,222
plate 268,174 360,187 260,229 360,229
16 20,341 47,344 8,406 38,407
20 49,344 76,347 40,407 68,408
27 78,347 101,350 70,408 96,409
8 112,351 134,353 107,409 131,410
9 136,353 156,355 132,410 154,410
4 159,356 178,358 156,410 177,411
9 180,358 198,360 178,411 197,411
plate 20,317 203,341 1,425 203,426
