25 124,359 146,361 129,404 150,404
22 147,361 168,363 151,404 172,404
14 170,363 189,364 173,405 192,405
6 198,365 215,366 200,405 217,405
6 217,366 234,368 219,405 235,406
8 236,368 252,369 237,406 252,406
5 253,369 268,370 254,406 269,406
plate 119,340 273,355 127,416 273,416
19 80,162 95,160 67,195 83,194
16 96,160 113,157 84,194 102,194
16 115,157 133,155 103,194 122,193
3 142,153 164,150 131,193 154,192
8 165,150 189,147 156,192 182,191
6 192,146 219,143 185,190 214,189
1 222,142 253,138 217,189 251,188
plate 83,150 263,119 62,205 262,204
