26 163,451 175,450 153,476 166,476
10 176,450 188,448 166,476 180,476
11 189,448 203,447 180,476 195,475
9 210,446 225,444 202,475 218,474
4 227,444 243,442 220,474 238,474
6 245,442 264,439 240,474 260,473
9 266,439 287,437 263,473 286,472
plate 166,442 293,423 149,484 293,483
15 53,263 69,262 67,292 82,292
14 71,261 88,260 84,292 100,292
28 90,260 109,259 102,292 119,291
7 117,258 138,256 127,291 146,291
7 140,256 163,254 148,291 169,291
3 165,254 190,252 171,291 194,290
6 192,252 219,250 196,290 220,290
plate 46,251 226,233 69,299 227,298
