30 89,260 95,258 80,273 87,273
18 96,258 102,257 87,273 94,272
10 104,257 112,255 95,272 103,272
7 115,255 125,253 107,272 117,271
6 126,253 137,250 118,271 131,270
3 139,250 153,247 133,270 148,269
0 154,247 171,244 150,269 169,268
plate 92,255 176,235 77,278 175,276
11 167,423 175,422 170,438 178,438
14 176,422 184,422 178,438 187,437
13 184,422 193,421 187,437 195,437
9 197,421 207,421 199,437 208,437
5 208,421 217,420 209,437 218,437
7 218,420 228,420 219,437 229,437
4 229,420 239,419 230,437 239,437
plate 165,416 242,410 170,442 243,441
