33 46,274 69,275 51,322 73,322
14 71,275 93,276 75,322 96,322
25 95,276 116,278 99,322 119,323
0 124,278 144,279 127,323 146,323
5 146,279 165,280 148,323 166,323
7 167,280 185,281 168,323 186,323
6 187,282 204,283 187,323 204,324
plate 41,255 209,267 50,333 209,333
11 211,401 227,399 225,429 240,428
33 229,399 247,397 242,428 259,428
16 249,397 268,395 261,428 279,428
0 277,395 299,392 287,427 308,427
7 302,392 327,390 310,427 334,426
3 329,390 357,387 336,426 362,426
1 360,387 391,384 364,426 393,425
plate 204,389 399,364 227,436 400,435
