17 55,376 83,379 69,432 94,433
23 86,379 111,382 96,433 119,434
27 113,382 136,385 121,434 142,434
9 145,386 166,389 151,435 170,435
9 168,389 186,391 172,435 189,436
7 188,391 206,393 191,436 207,436
6 207,393 223,395 209,436 224,436
plate 46,352 227,379 69,445 228,446
16 237,57 269,62 225,135 260,137
18 273,63 302,68 263,137 294,138
12 304,68 330,72 297,138 325,140
0 341,74 364,78 337,140 361,141
5 367,78 388,81 364,141 386,142
4 390,82 409,85 387,142 408,143
5 411,85 429,88 410,143 429,144
plate 238,28 433,68 217,158 433,160
