14 59,131 89,133 70,193 99,194
21 92,133 122,135 101,194 130,195
20 124,135 152,137 132,195 158,195
0 164,138 190,140 169,195 194,196
9 192,140 216,142 196,196 219,196
8 219,142 242,144 222,196 243,196
4 244,144 265,146 245,197 266,197
plate 50,104 272,125 69,210 272,210
29 322,437 336,435 327,464 341,464
14 337,435 353,434 343,464 358,463
27 354,434 371,432 359,463 376,463
1 379,431 398,429 383,463 401,462
9 400,429 421,427 404,462 424,462
4 424,426 447,424 426,462 449,461
9 450,424 477,421 452,461 478,461
plate 318,427 485,404 327,470 485,470
