24 61,232 77,229 72,261 88,260
18 79,229 97,227 90,260 108,260
30 99,226 120,224 109,260 130,259
4 130,222 156,219 140,259 165,258
3 159,218 189,214 168,258 196,257
5 192,214 228,209 199,257 233,256
3 232,208 275,202 237,256 277,255
plate 54,219 288,176 73,268 289,267
12 104,68 121,69 113,104 129,105
24 124,69 140,71 131,105 146,105
28 143,71 159,72 149,105 164,105
1 166,73 181,74 170,105 184,106
0 182,74 197,75 185,106 199,106
0 198,75 211,76 200,106 212,106
1 213,76 225,77 214,106 225,106
plate 97,52 228,66 113,114 228,114
