17 64,77 89,79 73,128 96,129
33 91,79 114,81 99,129 120,129
16 117,81 139,83 123,129 143,130
2 147,84 167,85 151,130 171,130
2 169,86 188,87 172,130 190,131
5 190,87 208,89 192,131 209,131
8 210,89 227,90 211,131 227,131
plate 58,57 231,75 73,140 231,141
26 350,367 360,366 357,385 367,385
15 361,366 372,366 367,385 378,385
20 373,365 385,364 380,385 391,385
2 390,364 403,363 395,385 407,384
6 404,363 418,362 409,384 421,384
9 421,362 436,361 424,384 438,384
1 437,361 454,359 439,384 454,384
plate 346,359 458,348 358,390 458,390
