28 80,250 86,250 86,260 92,260
30 87,250 94,249 92,260 99,260
23 94,249 101,248 99,260 106,260
2 105,247 114,246 110,260 119,260
9 116,246 125,245 120,260 129,259
4 126,245 139,243 130,259 141,259
8 140,243 153,242 143,259 154,259
plate 77,246 159,232 87,263 159,263
18 305,152 317,153 295,185 309,185
22 319,153 332,154 311,185 325,185
19 333,154 346,154 327,185 341,186
0 352,155 364,155 347,186 360,186
7 365,155 377,156 361,186 374,186
6 377,156 389,157 375,186 388,186
9 391,157 401,157 389,186 401,186
plate 306,142 404,147 290,195 404,195
