33 73,456 85,455 83,478 93,478
30 86,455 98,455 95,478 106,478
31 100,454 114,453 108,478 121,477
0 121,453 136,452 127,477 141,477
0 137,452 153,451 142,477 157,477
7 154,451 172,449 158,477 175,476
6 175,449 192,448 177,476 193,476
plate 68,447 198,435 83,483 198,483
27 119,14 128,13 126,30 135,30
31 129,13 139,12 136,30 145,30
25 140,12 150,12 146,30 155,30
2 155,11 166,11 160,30 170,30
4 167,11 180,10 171,30 183,29
2 181,10 194,9 184,29 196,29
5 195,9 210,8 197,29 211,29
plate 116,7 213,-1 127,34 213,33
