15 85,171 98,170 92,196 104,196
30 100,169 114,168 106,196 120,195
22 116,167 132,166 122,195 138,195
2 140,165 159,162 145,195 163,194
3 161,162 182,160 165,194 186,194
5 185,159 209,156 188,194 212,193
4 212,156 241,153 214,193 241,192
plate 81,162 249,136 92,202 249,201
16 177,81 193,78 183,110 199,110
26 195,78 213,75 201,110 219,109
15 215,75 235,72 220,109 241,109
7 246,71 270,67 251,108 275,107
1 274,67 303,63 278,107 307,106
9 305,63 340,58 309,106 343,105
8 344,57 386,51 347,105 387,104
plate 173,68 399,26 183,118 399,117
