12 46,385 66,386 42,428 63,428
28 67,386 86,388 64,428 84,429
31 87,388 106,389 85,429 103,429
8 113,389 130,391 111,429 128,429
4 131,391 147,392 130,429 146,430
3 149,392 164,393 148,430 163,430
3 165,393 179,394 165,430 179,430
plate 46,368 183,379 39,440 183,441
15 297,439 304,438 289,455 297,455
23 305,438 313,437 298,455 306,454
22 314,436 323,435 307,454 317,454
0 327,435 337,433 321,454 332,453
6 338,433 350,431 333,453 346,453
4 352,431 365,429 348,453 362,452
3 366,429 381,427 364,452 380,451
plate 299,433 385,418 286,460 385,459
