17 67,106 82,104 81,132 96,132
18 83,103 101,101 97,132 115,131
16 103,101 123,98 116,131 135,131
4 132,97 157,94 145,130 168,130
3 160,93 188,89 170,130 197,129
8 192,89 226,84 201,129 232,128
6 229,84 270,79 235,128 272,126
plate 59,94 283,54 83,139 284,138
23 387,373 394,372 381,389 388,389
26 395,372 403,371 389,389 398,389
31 404,371 412,370 399,389 407,389
0 416,370 425,369 412,389 421,388
4 426,369 437,368 422,388 434,388
2 438,368 448,367 435,388 446,388
5 449,367 461,366 447,388 461,387
plate 389,367 464,358 378,394 463,393
