30 56,372 73,370 47,409 66,409
23 75,370 94,369 67,409 87,408
28 95,369 114,367 88,408 108,408
9 124,367 144,365 118,408 140,407
9 146,365 169,363 142,407 165,407
1 171,363 194,361 168,407 192,406
9 198,361 223,359 196,406 222,406
plate 58,358 230,341 43,420 229,420
25 85,178 107,179 93,223 114,224
19 110,179 131,180 116,224 137,224
28 133,180 154,180 139,224 159,224
1 163,181 183,181 167,224 186,224
2 185,182 205,182 188,224 207,224
5 207,182 226,183 209,224 227,225
6 228,183 246,184 229,225 247,225
plate 79,160 251,168 93,234 251,234
