24 156,35 177,35 163,73 183,73
13 178,34 199,34 185,73 204,73
27 201,34 222,33 206,73 227,73
0 232,33 254,32 236,73 257,73
4 256,32 279,31 259,73 281,72
3 281,31 304,30 283,72 306,72
9 306,30 331,29 308,72 331,72
plate 152,19 336,11 163,84 337,83
20 44,293 69,295 58,342 80,342
19 71,295 94,296 82,342 104,342
29 97,296 119,298 106,342 126,343
0 128,298 149,299 135,343 154,343
4 151,299 171,301 156,343 174,343
5 173,301 192,302 176,343 194,344
1 194,302 212,303 196,344 213,344
plate 36,273 217,287 58,353 217,353
