15 179,406 193,408 182,438 195,438
18 194,408 208,410 197,438 210,439
31 210,410 221,412 211,439 222,439
3 226,413 236,414 228,439 237,440
4 237,414 248,416 238,440 248,440
1 248,416 257,417 249,440 257,440
8 258,417 266,418 258,440 266,440
plate 176,393 267,410 181,445 267,445
11 416,70 427,72 411,95 423,96
22 428,72 438,73 424,96 435,96
22 438,73 447,75 435,96 444,97
0 450,75 458,76 448,97 457,97
0 459,77 465,78 458,97 465,97
9 466,78 473,79 465,98 472,98
8 474,79 479,80 473,98 479,98
plate 417,60 481,72 408,103 481,104
