29 284,385 300,384 292,413 307,413
21 301,384 318,383 308,413 324,413
29 319,383 336,382 325,413 342,413
4 344,381 363,380 350,412 367,412
6 365,380 384,379 369,412 387,412
0 386,379 407,378 390,412 409,412
6 409,377 431,376 411,412 432,411
plate 279,372 438,359 293,421 438,420
17 67,112 85,115 58,158 78,159
26 87,115 105,118 80,159 99,160
14 106,118 121,121 100,160 118,161
7 128,122 141,124 124,161 139,162
8 143,124 155,126 140,162 153,162
4 156,126 168,128 155,162 167,163
0 169,128 180,130 168,163 179,163
plate 67,95 182,118 53,172 182,173
