27 81,254 102,252 90,292 110,292
10 104,252 126,250 112,292 133,291
21 128,250 151,248 135,291 158,291
7 163,246 190,244 169,291 195,290
8 193,244 222,241 198,290 226,290
5 225,241 257,238 229,289 260,289
4 261,238 296,234 263,289 297,288
plate 75,238 306,210 90,302 307,302
14 146,384 155,384 152,402 161,402
33 156,384 167,383 162,402 172,402
23 168,383 178,383 173,402 182,402
2 183,382 194,382 187,402 197,402
3 195,382 207,381 198,402 210,401
6 209,381 221,380 211,401 222,401
8 222,380 236,380 223,401 236,401
plate 143,377 238,371 153,406 239,406
