11 72,401 86,402 79,429 91,429
20 87,403 101,404 92,429 105,430
20 102,404 114,405 106,430 117,430
5 119,405 130,406 122,430 132,430
1 131,406 142,407 133,430 144,430
2 143,407 153,408 145,430 154,430
0 154,408 164,409 154,430 164,431
plate 68,390 165,400 79,435 165,435
30 166,460 176,461 159,485 170,485
26 177,461 187,461 171,485 182,485
19 188,461 197,462 183,485 193,485
0 202,462 210,462 198,485 208,485
2 211,462 221,463 209,485 219,486
7 222,463 230,463 220,486 229,486
6 231,463 240,464 230,486 240,486
plate 167,453 241,456 156,491 241,491
