27 65,63 85,65 73,105 92,106
11 88,65 108,67 94,106 113,106
33 109,67 127,69 114,106 131,107
9 135,69 151,71 139,107 154,107
9 153,71 168,72 156,107 170,107
6 170,72 185,74 172,107 186,108
1 186,74 200,75 187,108 200,108
plate 59,45 203,61 73,116 204,116
20 89,168 115,172 96,220 120,220
29 116,172 139,175 121,220 143,221
28 140,175 161,178 144,221 164,222
9 170,179 187,181 172,222 189,223
1 189,181 205,184 191,223 206,223
8 206,184 221,186 208,223 222,224
3 223,186 236,188 223,224 236,224
plate 83,145 240,172 94,233 240,234
