25 45,86 72,90 31,151 61,152
10 75,90 99,94 63,152 90,153
10 101,94 122,97 92,153 115,154
7 132,99 151,102 126,155 147,155
6 153,102 171,105 149,155 168,156
5 173,105 189,107 170,156 187,157
9 191,108 206,110 190,157 205,158
plate 48,62 210,93 24,171 210,172
10 299,43 323,46 303,93 326,94
15 324,46 347,49 328,94 349,94
18 348,49 368,52 350,95 370,95
9 377,53 394,55 378,95 395,96
7 396,55 411,57 397,96 412,96
8 413,57 428,59 414,96 428,97
9 429,59 443,61 430,97 443,97
plate 294,21 446,46 301,106 446,107
