19 68,131 98,137 54,206 87,208
18 100,137 128,142 90,208 120,209
10 130,143 154,147 122,209 148,211
1 164,149 186,153 159,211 182,212
6 187,153 206,157 184,212 204,213
5 208,157 225,160 206,213 224,214
8 227,160 242,163 226,214 242,215
plate 69,104 247,145 46,229 247,230
15 391,63 404,64 385,96 399,96
17 407,64 419,65 401,97 415,97
32 421,65 435,66 417,97 431,97
9 440,66 453,67 437,97 451,97
8 454,67 467,67 452,97 465,97
5 467,67 479,68 466,97 478,98
1 481,68 492,69 480,98 492,98
plate 391,52 495,58 380,106 495,106
