29 71,383 87,384 74,415 89,416
23 88,384 103,386 91,416 104,416
33 105,386 118,387 107,416 120,416
0 124,388 136,389 125,416 137,417
9 137,389 148,390 138,417 149,417
9 150,390 161,391 151,417 161,417
3 162,391 172,392 162,417 172,418
plate 69,369 174,382 74,424 174,425
27 313,100 340,105 305,164 334,165
20 343,105 367,110 337,165 362,166
19 369,110 391,114 365,166 387,167
4 399,115 418,119 396,168 416,169
9 420,119 437,122 418,169 435,170
0 438,122 454,125 437,170 453,171
5 455,125 469,128 454,171 469,171
plate 313,76 472,112 300,182 472,184
