19 56,339 72,338 62,368 77,368
31 73,338 89,337 78,368 94,368
27 90,337 108,336 95,368 112,367
3 116,336 134,335 120,367 137,367
2 136,334 154,333 139,367 157,367
2 157,333 177,332 159,367 178,367
6 179,332 200,331 180,367 200,366
plate 52,326 206,315 61,376 206,375
14 302,30 328,33 314,79 338,80
15 330,33 353,35 339,80 361,80
33 355,36 376,38 362,80 382,81
0 385,39 403,41 390,81 407,82
7 406,41 422,43 409,82 425,82
5 424,43 440,45 427,82 441,83
4 442,45 456,47 443,83 456,83
plate 293,6 460,31 314,92 460,92
