10 76,79 96,82 65,126 87,127
26 97,82 116,84 88,127 109,128
27 117,84 134,86 110,128 129,128
8 141,87 156,89 137,128 153,129
6 158,89 172,91 155,129 169,129
6 173,91 186,92 171,130 185,130
6 188,92 200,94 187,130 200,130
plate 78,62 203,80 59,141 203,141
17 266,300 278,299 253,328 267,328
32 279,299 292,298 267,328 282,327
13 293,298 307,296 283,327 298,327
6 314,296 329,294 305,327 322,326
6 331,294 347,293 324,326 341,326
0 349,293 366,291 343,326 362,325
3 368,291 386,289 365,325 385,325
plate 269,290 392,276 248,337 392,336
