29 66,216 98,219 80,281 109,282
19 101,219 132,222 112,282 141,283
15 134,222 162,225 143,283 169,283
6 175,226 201,228 181,284 206,284
9 203,228 227,230 208,284 230,285
8 230,230 253,232 233,285 254,285
8 255,232 276,234 256,285 276,286
plate 56,188 282,213 79,298 282,299
21 220,381 238,379 236,413 253,413
30 240,379 260,377 255,413 275,412
12 262,376 284,374 276,412 298,412
3 296,373 323,369 309,411 334,411
4 326,369 357,365 337,411 366,410
8 359,365 395,361 369,410 401,409
8 400,361 441,356 405,409 443,408
plate 210,368 454,329 238,421 455,420
