19 42,325 68,324 59,373 83,372
18 71,324 97,323 86,372 111,372
23 99,323 127,322 113,372 138,372
7 140,321 168,320 150,372 177,372
2 172,320 201,319 180,372 207,371
8 204,319 234,318 210,371 238,371
0 238,318 269,317 241,371 270,371
plate 31,303 278,292 61,385 278,384
15 170,201 199,203 180,258 207,258
24 201,203 229,205 210,258 236,259
12 231,205 256,207 238,259 261,259
1 268,208 291,209 273,259 295,260
3 293,209 317,211 297,260 319,260
7 319,211 340,212 321,260 341,261
2 343,212 363,214 344,261 363,261
plate 163,176 368,194 180,273 368,273
