10 55,391 81,396 47,453 75,454
22 84,396 108,400 78,454 103,456
15 110,400 131,404 105,456 128,457
3 140,405 159,408 137,457 157,458
1 161,408 178,411 159,458 176,459
9 179,411 195,414 178,459 194,460
0 197,414 211,417 196,460 211,460
plate 55,368 214,401 42,471 214,473
21 145,311 153,310 150,324 158,324
18 154,310 162,310 158,324 166,324
15 162,310 171,309 166,324 175,324
1 175,309 185,308 179,324 188,324
3 186,308 195,308 189,324 197,324
2 196,307 207,307 198,324 209,323
1 209,307 219,306 210,323 220,323
plate 141,305 224,297 151,328 224,328
